booking_id,requester_id,space_code,requested_start_time,requested_end_time,purpose_of_use,expected_participants,final_booking_status,created_at
1000222,DGU0031,DG054,2024-12-05T08:00:00,2024-12-05T10:00:00,workshop,34,completed,2024-10-31T02:12:00
1000223,DGU0393,DG004,2025-07-09T14:00:00,2025-07-09T16:00:00,student activity,25,completed,2025-06-28T04:28:00
1000224,DGU0249,DG033,2024-12-24T17:00:00,2024-12-24T18:00:00,lecture,36,completed,2024-11-11T09:19:00
1000225,DGU0347,DG055,2023-02-23T08:30:00,2023-02-23T10:30:00,workshop,175,rejected,2023-02-16T07:29:00
1000226,DGU0140,DG026,2023-07-13T13:00:00,2023-07-13T14:00:00,examination,8,completed,2023-06-07T05:53:00
1000227,DGU0006,DG035,2024-10-19T15:30:00,2024-10-19T16:30:00,meeting,9,cancelled,2024-09-11T11:27:00
1000228,DGU0106,DG019,2025-04-26T11:00:00,2025-04-26T12:00:00,administrative event,117,completed,2025-03-25T03:24:00
1000229,DGU0334,DG012,2023-05-04T10:00:00,2023-05-04T11:00:00,workshop,7,approved,2023-04-10T03:40:00
1000230,DGU0271,DG045,2023-11-28T13:00:00,2023-11-28T14:30:00,lecture,14,cancelled,2023-10-10T12:09:00
1000231,DGTA0018,DG045,2023-06-29T15:00:00,2023-06-29T16:00:00,examination,28,approved,2023-05-16T09:25:00
1000232,DGU0068,DG051,2023-01-30T13:00:00,2023-01-30T14:00:00,student activity,34,completed,2023-01-07T08:12:00
1000233,DGU0224,DG031,2023-10-10T08:00:00,2023-10-10T09:00:00,lecture,201,approved,2023-09-18T01:18:00
1000234,DGU0079,DG055,2025-06-15T09:00:00,2025-06-15T10:00:00,workshop,204,completed,2025-04-30T03:51:00
1000235,DGL0003,DG011,2024-12-06T11:00:00,2024-12-06T13:00:00,administrative event,12,approved,2024-12-01T10:03:00
1000236,DGU0069,DG041,2023-07-10T15:00:00,2023-07-10T17:00:00,meeting,17,approved,2023-06-09T10:52:00
1000237,DGL0006,DG037,2022-12-10T11:00:00,2022-12-10T13:00:00,administrative event,99,completed,2022-10-31T08:40:00
1000238,DGU0110,DG050,2024-11-11T14:30:00,2024-11-11T16:30:00,workshop,19,pending,2024-10-10T13:46:00
1000239,DGU0182,DG020,2024-12-20T10:00:00,2024-12-20T11:30:00,lecture,7,cancelled,2024-10-28T04:02:00
1000240,DGU0177,DG025,2025-03-26T14:00:00,2025-03-26T15:30:00,examination,119,pending,2025-01-29T04:02:00
1000241,DGU0286,DG031,2024-04-14T16:00:00,2024-04-14T18:00:00,administrative event,111,cancelled,2024-04-05T06:01:00
1000242,DGU0273,DG029,2024-05-15T09:00:00,2024-05-15T10:00:00,student activity,15,completed,2024-04-11T04:19:00
1000243,DGU0053,DG002,2023-06-10T17:00:00,2023-06-10T18:00:00,examination,10,no-show,2023-04-19T08:38:00
1000244,DGU0379,DG051,2024-08-17T10:00:00,2024-08-17T11:00:00,examination,14,completed,2024-07-08T06:38:00
1000245,DGU0200,DG044,2024-11-30T09:00:00,2024-11-30T10:00:00,examination,55,completed,2024-11-19T01:11:00
1000246,DGL0027,DG057,2025-04-29T14:30:00,2025-04-29T15:30:00,lecture,38,cancelled,2025-04-02T08:47:00
1000247,DGU0242,DG036,2024-11-12T14:00:00,2024-11-12T15:00:00,meeting,37,no-show,2024-10-09T05:57:00
1000248,DGU0287,DG040,2024-02-06T17:00:00,2024-02-06T18:00:00,workshop,23,approved,2024-01-08T14:51:00
1000249,DGU0291,DG045,2024-06-15T14:00:00,2024-06-15T16:00:00,student activity,25,completed,2024-04-25T04:50:00
1000250,DGU0215,DG008,2022-12-03T10:00:00,2022-12-03T11:00:00,examination,23,completed,2022-11-10T08:48:00
1000251,DGL0010,DG036,2023-03-14T10:00:00,2023-03-14T11:00:00,workshop,43,cancelled,2023-02-15T04:33:00
1000252,DGU0056,DG047,2025-01-27T08:00:00,2025-01-27T10:00:00,seminar,2,pending,2024-12-27T23:29:00
1000253,DGU0384,DG053,2024-02-04T13:00:00,2024-02-04T14:00:00,meeting,3,approved,2023-12-29T08:26:00
1000254,DGU0013,DG039,2024-01-14T14:00:00,2024-01-14T15:00:00,examination,16,rejected,2023-11-28T04:02:00
1000255,DGU0367,DG040,2025-08-12T11:00:00,2025-08-12T14:00:00,workshop,24,approved,2025-07-27T04:48:00
1000256,DGL0006,DG026,2023-12-22T17:00:00,2023-12-22T18:00:00,examination,21,completed,2023-11-17T12:39:00
1000257,DGU0022,DG019,2025-08-18T09:00:00,2025-08-18T10:30:00,workshop,54,pending,2025-07-12T08:27:00
1000258,DGU0142,DG026,2024-02-11T08:00:00,2024-02-11T09:00:00,seminar,7,rejected,2024-01-14T05:45:00
1000259,DGU0106,DG049,2023-04-06T10:00:00,2023-04-06T11:00:00,administrative event,102,completed,2023-02-17T09:19:00
1000260,DGU0265,DG039,2024-01-16T11:00:00,2024-01-16T12:00:00,student activity,19,completed,2024-01-14T04:26:00
1000261,DGL0013,DG021,2023-10-03T10:30:00,2023-10-03T12:00:00,lecture,21,cancelled,2023-09-04T05:30:00
1000262,DGU0312,DG031,2025-07-25T14:30:00,2025-07-25T16:00:00,examination,210,rejected,2025-06-20T05:51:00
1000263,DGU0267,DG016,2025-07-19T16:30:00,2025-07-19T17:30:00,meeting,3,pending,2025-05-21T11:57:00
1000264,DGU0043,DG030,2025-07-05T17:00:00,2025-07-05T18:00:00,student activity,11,completed,2025-05-28T15:32:00
1000265,DGU0294,DG052,2025-03-06T13:00:00,2025-03-06T14:00:00,workshop,9,completed,2025-01-11T09:59:00
1000266,DGU0322,DG024,2023-06-16T16:00:00,2023-06-16T17:00:00,meeting,32,completed,2023-05-30T09:31:00
1000267,DGL0008,DG049,2022-11-27T09:00:00,2022-11-27T10:00:00,administrative event,89,pending,2022-10-20T00:03:00
1000268,DGU0219,DG034,2023-12-08T09:00:00,2023-12-08T10:30:00,workshop,5,cancelled,2023-11-06T02:59:00
1000269,DGU0083,DG016,2024-11-24T16:30:00,2024-11-24T17:30:00,workshop,19,pending,2024-11-12T14:12:00
1000270,DGU0286,DG011,2025-02-01T13:00:00,2025-02-01T14:00:00,administrative event,13,approved,2025-01-06T04:52:00
1000271,DGU0057,DG047,2024-09-21T11:00:00,2024-09-21T12:00:00,meeting,2,completed,2024-09-09T05:52:00
1000272,DGU0022,DG031,2023-06-14T08:30:00,2023-06-14T10:00:00,examination,107,rejected,2023-05-23T01:32:00
1000273,DGU0001,DG042,2023-11-29T14:00:00,2023-11-29T15:00:00,workshop,50,approved,2023-11-22T09:00:00
1000274,DGU0131,DG039,2025-02-15T12:30:00,2025-02-15T14:00:00,examination,4,pending,2025-01-14T08:14:00
1000275,DGU0348,DG010,2023-07-10T12:00:00,2023-07-10T14:00:00,workshop,8,rejected,2023-06-05T11:39:00
1000276,DGU0040,DG056,2024-02-16T17:00:00,2024-02-16T18:00:00,workshop,21,completed,2024-01-20T16:10:00
1000277,DGU0100,DG024,2025-08-16T13:00:00,2025-08-16T15:00:00,meeting,17,no-show,2025-06-17T08:48:00
1000278,DGU0184,DG039,2025-02-04T08:30:00,2025-02-04T09:30:00,student activity,7,pending,2025-01-16T08:29:00
1000279,DGU0149,DG014,2023-10-02T11:00:00,2023-10-02T13:00:00,seminar,34,completed,2023-09-24T02:43:00
1000280,DGU0368,DG056,2024-06-02T16:00:00,2024-06-02T17:00:00,seminar,46,approved,2024-05-18T08:07:00
1000281,DGU0278,DG017,2022-12-15T10:00:00,2022-12-15T12:00:00,seminar,8,approved,2022-12-05T01:31:00
1000282,DGU0144,DG024,2023-09-02T16:00:00,2023-09-02T17:00:00,meeting,31,rejected,2023-08-21T13:22:00
1000283,DGU0270,DG047,2023-11-26T14:30:00,2023-11-26T15:30:00,seminar,8,cancelled,2023-10-10T05:02:00
1000284,DGU0340,DG013,2023-09-25T09:00:00,2023-09-25T10:00:00,workshop,172,completed,2023-08-03T00:47:00
1000285,DGU0090,DG006,2023-09-22T08:00:00,2023-09-22T11:00:00,student activity,49,no-show,2023-08-29T07:42:00
1000286,DGU0208,DG025,2023-02-08T16:00:00,2023-02-08T18:00:00,administrative event,41,completed,2023-01-30T07:46:00
1000287,DGU0041,DG051,2022-11-05T11:30:00,2022-11-05T13:00:00,lecture,22,cancelled,2022-09-12T10:56:00
1000288,DGU0350,DG020,2022-10-12T08:00:00,2022-10-12T10:00:00,examination,35,completed,2022-08-24T02:52:00
1000289,DGU0214,DG059,2024-09-24T12:00:00,2024-09-24T13:00:00,workshop,9,cancelled,2024-08-08T06:45:00
1000290,DGU0181,DG007,2025-07-23T13:00:00,2025-07-23T15:00:00,examination,113,approved,2025-06-26T04:00:00
1000291,DGU0341,DG058,2025-04-05T12:00:00,2025-04-05T13:00:00,workshop,39,completed,2025-03-08T11:36:00
1000292,DGU0149,DG009,2023-11-17T16:30:00,2023-11-17T18:00:00,student activity,19,pending,2023-09-21T12:25:00
1000293,DGU0008,DG007,2022-10-11T11:30:00,2022-10-11T13:00:00,administrative event,99,cancelled,2022-08-29T09:26:00
1000294,DGU0226,DG041,2023-10-18T08:00:00,2023-10-18T09:00:00,meeting,16,completed,2023-09-10T00:47:00
1000295,DGU0368,DG030,2024-05-06T09:00:00,2024-05-06T10:00:00,workshop,13,completed,2024-03-29T03:36:00
1000296,DGU0371,DG030,2023-07-17T14:00:00,2023-07-17T15:00:00,meeting,19,completed,2023-07-14T09:32:00
1000297,DGU0115,DG008,2024-05-17T12:00:00,2024-05-17T14:00:00,lecture,39,completed,2024-03-22T07:24:00
1000298,DGU0199,DG033,2024-06-04T11:00:00,2024-06-04T13:00:00,examination,22,completed,2024-05-23T04:02:00
1000299,DGTA0010,DG039,2024-02-20T09:00:00,2024-02-20T11:00:00,examination,25,approved,2024-01-15T01:53:00
1000300,DGU0007,DG041,2023-08-01T13:30:00,2023-08-01T14:30:00,meeting,11,rejected,2023-06-22T08:23:00
1000301,DGU0124,DG059,2023-04-05T09:30:00,2023-04-05T11:30:00,seminar,21,pending,2023-03-13T05:30:00
1000302,DGU0358,DG060,2025-03-20T08:00:00,2025-03-20T10:00:00,student activity,17,completed,2025-02-22T03:43:00
1000303,DGU0069,DG050,2025-04-19T12:00:00,2025-04-19T13:00:00,seminar,10,approved,2025-03-07T09:20:00
1000304,DGU0253,DG044,2024-06-04T12:00:00,2024-06-04T13:00:00,seminar,23,completed,2024-05-23T10:53:00
1000305,DGU0005,DG021,2024-09-21T08:00:00,2024-09-21T10:00:00,lecture,8,completed,2024-07-23T01:11:00
1000306,DGU0324,DG060,2025-05-22T09:00:00,2025-05-22T12:00:00,student activity,16,no-show,2025-04-26T23:01:00
1000307,DGU0400,DG034,2023-07-20T16:00:00,2023-07-20T18:00:00,workshop,24,approved,2023-06-12T08:25:00
1000308,DGU0141,DG051,2025-01-11T17:00:00,2025-01-11T18:00:00,examination,37,completed,2024-11-18T15:42:00
1000309,DGU0156,DG033,2023-05-10T14:00:00,2023-05-10T16:00:00,examination,8,completed,2023-03-14T05:59:00
1000310,DGU0378,DG059,2024-02-24T08:00:00,2024-02-24T10:00:00,meeting,19,no-show,2024-02-17T23:21:00
1000311,DGU0006,DG056,2023-03-30T16:00:00,2023-03-30T17:00:00,student activity,34,approved,2023-02-11T12:33:00
1000312,DGU0120,DG041,2024-12-23T12:00:00,2024-12-23T14:00:00,seminar,22,completed,2024-11-19T08:30:00
1000313,DGU0025,DG046,2024-11-07T16:00:00,2024-11-07T17:00:00,administrative event,12,cancelled,2024-11-04T12:15:00
1000314,DGTA0024,DG038,2023-05-16T08:30:00,2023-05-16T09:30:00,examination,33,rejected,2023-03-20T04:29:00
1000315,DGTA0018,DG036,2025-02-10T08:00:00,2025-02-10T09:00:00,workshop,29,completed,2025-01-16T04:03:00
1000316,DGU0145,DG020,2022-10-13T15:00:00,2022-10-13T18:00:00,student activity,24,completed,2022-08-23T07:26:00
1000317,DGDA0005,DG027,2024-01-28T13:00:00,2024-01-28T15:00:00,lecture,47,approved,2024-01-08T04:02:00
1000318,DGU0003,DG029,2023-02-08T10:00:00,2023-02-08T11:30:00,administrative event,20,pending,2023-01-06T03:14:00
1000319,DGTA0005,DG034,2022-12-12T15:30:00,2022-12-12T16:30:00,administrative event,18,cancelled,2022-12-06T11:20:00
1000320,DGU0051,DG043,2023-04-09T17:00:00,2023-04-09T18:00:00,student activity,92,completed,2023-02-17T10:46:00
1000321,DGU0064,DG047,2025-02-27T12:00:00,2025-02-27T14:00:00,meeting,3,approved,2025-01-27T11:20:00
1000322,DGU0233,DG023,2024-12-30T09:00:00,2024-12-30T10:00:00,seminar,12,cancelled,2024-12-02T08:24:00
1000323,DGU0079,DG060,2024-12-13T17:00:00,2024-12-13T18:00:00,student activity,31,approved,2024-11-26T10:37:00
1000324,DGU0160,DG017,2025-07-05T09:00:00,2025-07-05T10:00:00,administrative event,14,cancelled,2025-06-08T23:52:00
1000325,DGU0132,DG015,2025-01-31T16:00:00,2025-01-31T17:00:00,examination,13,completed,2025-01-23T11:07:00
1000326,DGU0183,DG044,2023-08-18T11:00:00,2023-08-18T12:00:00,lecture,16,completed,2023-07-23T03:43:00
1000327,DGU0338,DG057,2024-03-06T14:30:00,2024-03-06T15:30:00,examination,37,cancelled,2024-02-21T13:58:00
1000328,DGL0001,DG038,2025-03-08T08:00:00,2025-03-08T09:00:00,lecture,32,completed,2025-02-21T05:31:00
1000329,DGL0019,DG010,2024-06-14T15:00:00,2024-06-14T16:00:00,meeting,10,approved,2024-06-10T07:51:00
1000330,DGU0303,DG024,2024-06-22T10:30:00,2024-06-22T11:30:00,meeting,7,rejected,2024-05-03T04:35:00
1000331,DGU0078,DG045,2025-06-28T13:00:00,2025-06-28T14:00:00,examination,35,approved,2025-05-16T08:46:00
1000332,DGTA0011,DG021,2024-03-19T08:30:00,2024-03-19T10:30:00,examination,24,cancelled,2024-02-05T07:05:00
1000333,DGL0031,DG030,2023-01-11T11:30:00,2023-01-11T13:30:00,student activity,17,cancelled,2022-12-16T09:42:00
1000334,DGU0276,DG042,2023-03-22T15:00:00,2023-03-22T16:00:00,workshop,22,rejected,2023-02-14T06:57:00
1000335,DGU0295,DG052,2024-03-21T10:00:00,2024-03-21T13:00:00,student activity,17,approved,2024-02-22T08:32:00
1000336,DGU0207,DG024,2023-10-06T15:00:00,2023-10-06T18:00:00,student activity,19,completed,2023-08-21T10:46:00
1000337,DGU0361,DG013,2022-12-25T12:30:00,2022-12-25T14:30:00,workshop,113,cancelled,2022-11-19T05:16:00
1000338,DGU0262,DG050,2023-12-11T13:00:00,2023-12-11T14:00:00,seminar,38,approved,2023-11-09T03:01:00
1000339,DGU0230,DG028,2025-05-03T12:00:00,2025-05-03T13:00:00,student activity,9,completed,2025-04-01T10:29:00
1000340,DGL0014,DG050,2024-08-08T13:00:00,2024-08-08T16:00:00,examination,37,approved,2024-07-15T04:16:00
1000341,DGU0194,DG020,2024-12-28T11:00:00,2024-12-28T14:00:00,lecture,32,approved,2024-11-11T07:03:00
1000342,DGU0071,DG027,2023-04-19T12:00:00,2023-04-19T14:00:00,examination,54,completed,2023-02-18T02:58:00
1000343,DGU0395,DG028,2025-08-23T14:00:00,2025-08-23T16:00:00,student activity,3,completed,2025-08-09T07:53:00
1000344,DGU0075,DG051,2025-08-26T08:30:00,2025-08-26T09:30:00,student activity,31,rejected,2025-08-15T04:15:00
1000345,DGU0102,DG028,2024-01-25T08:30:00,2024-01-25T09:30:00,meeting,5,cancelled,2023-12-14T07:30:00
1000346,DGU0197,DG052,2025-04-19T13:30:00,2025-04-19T14:30:00,student activity,15,rejected,2025-03-23T08:20:00
1000347,DGU0299,DG060,2024-05-07T08:30:00,2024-05-07T10:30:00,meeting,34,cancelled,2024-03-22T23:37:00
1000348,DGU0045,DG015,2024-06-25T13:00:00,2024-06-25T15:00:00,lecture,19,completed,2024-05-11T06:51:00
1000349,DGU0048,DG052,2024-10-06T10:30:00,2024-10-06T11:30:00,meeting,27,pending,2024-09-02T07:52:00
1000350,DGU0064,DG058,2024-07-30T09:30:00,2024-07-30T10:30:00,workshop,17,rejected,2024-06-07T00:11:00
1000351,DGU0294,DG051,2025-04-27T10:30:00,2025-04-27T11:30:00,student activity,21,rejected,2025-04-07T03:35:00
1000352,DGU0004,DG047,2025-02-06T16:00:00,2025-02-06T17:00:00,seminar,5,pending,2025-01-20T15:37:00
1000353,DGU0244,DG013,2022-11-15T09:00:00,2022-11-15T12:00:00,seminar,240,completed,2022-09-26T07:47:00
1000354,DGU0194,DG015,2024-09-21T11:30:00,2024-09-21T12:30:00,lecture,27,pending,2024-08-25T09:35:00
1000355,DGU0351,DG058,2025-08-07T12:00:00,2025-08-07T13:30:00,workshop,31,pending,2025-07-16T07:35:00
1000356,DGTA0020,DG008,2024-02-05T14:00:00,2024-02-05T15:00:00,seminar,16,completed,2024-01-03T04:00:00
1000357,DGU0121,DG013,2023-09-24T08:00:00,2023-09-24T09:30:00,workshop,178,cancelled,2023-09-18T04:02:00
1000358,DGU0263,DG019,2023-12-12T17:00:00,2023-12-12T18:00:00,examination,70,approved,2023-11-18T16:48:00
1000359,DGU0393,DG040,2025-01-10T10:30:00,2025-01-10T12:30:00,meeting,23,pending,2024-11-29T09:55:00
1000360,DGL0030,DG037,2024-04-22T09:00:00,2024-04-22T11:00:00,examination,27,completed,2024-04-18T07:39:00
1000361,DGU0115,DG052,2023-10-19T17:00:00,2023-10-19T18:00:00,student activity,25,completed,2023-09-23T09:00:00
1000362,DGU0366,DG021,2024-02-19T10:30:00,2024-02-19T11:30:00,student activity,18,cancelled,2024-01-21T10:08:00
1000363,DGU0139,DG034,2024-08-22T13:00:00,2024-08-22T15:00:00,workshop,21,approved,2024-08-19T06:17:00
1000364,DGL0006,DG005,2024-04-19T14:30:00,2024-04-19T15:30:00,meeting,13,cancelled,2024-04-08T05:47:00
1000365,DGU0178,DG048,2025-07-30T09:30:00,2025-07-30T11:30:00,workshop,17,pending,2025-06-16T00:52:00
1000366,DGU0226,DG035,2025-02-28T17:00:00,2025-02-28T18:00:00,meeting,6,approved,2025-02-01T13:30:00
1000367,DGU0223,DG039,2024-10-27T10:00:00,2024-10-27T11:00:00,student activity,16,completed,2024-09-06T03:43:00
1000368,DGU0303,DG041,2022-12-18T10:00:00,2022-12-18T11:00:00,administrative event,8,cancelled,2022-11-17T06:41:00
1000369,DGL0002,DG020,2023-03-13T10:00:00,2023-03-13T12:00:00,lecture,30,rejected,2023-02-03T04:42:00
1000370,DGU0135,DG056,2023-09-21T14:00:00,2023-09-21T15:00:00,student activity,33,completed,2023-08-27T12:24:00
1000371,DGDA0007,DG044,2024-08-07T14:00:00,2024-08-07T15:00:00,lecture,38,completed,2024-07-19T06:00:00
1000372,DGU0251,DG005,2025-01-17T14:30:00,2025-01-17T16:00:00,administrative event,4,rejected,2025-01-02T06:15:00
1000373,DGU0137,DG012,2024-12-30T17:00:00,2024-12-30T18:00:00,workshop,15,completed,2024-10-31T08:19:00
1000374,DGU0141,DG060,2023-12-25T16:00:00,2023-12-25T17:00:00,meeting,50,pending,2023-12-14T11:17:00
1000375,DGU0169,DG032,2025-02-18T10:00:00,2025-02-18T12:00:00,examination,13,completed,2025-01-27T04:21:00
1000376,DGU0330,DG004,2025-08-18T10:00:00,2025-08-18T11:00:00,workshop,20,completed,2025-08-16T02:38:00
1000377,DGU0258,DG030,2023-06-11T16:00:00,2023-06-11T18:00:00,meeting,13,no-show,2023-06-05T10:02:00
1000378,DGU0063,DG002,2022-09-11T10:00:00,2022-09-11T11:00:00,administrative event,21,completed,2022-08-16T04:30:00
1000379,DGU0282,DG020,2024-02-20T16:00:00,2024-02-20T17:00:00,student activity,17,completed,2024-01-16T15:53:00
1000380,DGU0168,DG013,2025-04-09T13:30:00,2025-04-09T14:30:00,administrative event,215,cancelled,2025-03-08T12:46:00
1000381,DGU0380,DG003,2023-06-15T08:30:00,2023-06-15T09:30:00,examination,23,pending,2023-06-13T05:03:00
1000382,DGU0210,DG017,2023-03-23T09:00:00,2023-03-23T10:00:00,meeting,9,approved,2023-03-18T06:27:00
1000383,DGU0371,DG023,2024-03-26T11:30:00,2024-03-26T12:30:00,meeting,4,pending,2024-02-09T07:22:00
1000384,DGU0084,DG008,2024-12-22T08:00:00,2024-12-22T09:00:00,seminar,38,no-show,2024-12-09T22:49:00
1000385,DGTA0008,DG013,2024-02-17T08:00:00,2024-02-17T09:00:00,examination,70,cancelled,2024-01-18T02:05:00
1000386,DGU0350,DG017,2025-04-19T15:00:00,2025-04-19T16:00:00,administrative event,7,completed,2025-03-04T09:32:00
1000387,DGU0322,DG020,2023-01-11T14:00:00,2023-01-11T15:00:00,lecture,16,completed,2022-12-29T08:43:00
1000388,DGU0015,DG044,2023-11-29T11:00:00,2023-11-29T12:00:00,lecture,40,completed,2023-11-16T04:02:00
1000389,DGU0385,DG006,2024-09-16T10:00:00,2024-09-16T12:00:00,workshop,36,completed,2024-07-31T05:01:00
1000390,DGU0331,DG051,2023-08-25T08:00:00,2023-08-25T09:00:00,examination,31,completed,2023-08-17T07:49:00
1000391,DGU0032,DG020,2024-08-18T16:00:00,2024-08-18T17:00:00,lecture,15,pending,2024-07-23T09:13:00
1000392,DGU0351,DG038,2024-06-01T09:00:00,2024-06-01T10:00:00,meeting,37,pending,2024-05-16T07:52:00
1000393,DGU0219,DG058,2024-02-27T16:00:00,2024-02-27T17:00:00,student activity,18,completed,2024-01-21T15:27:00
1000394,DGU0251,DG047,2024-03-03T13:00:00,2024-03-03T14:00:00,seminar,5,completed,2024-01-13T03:33:00
1000395,DGU0113,DG001,2022-10-06T13:00:00,2022-10-06T14:00:00,examination,128,rejected,2022-08-15T05:21:00
1000396,DGU0330,DG029,2024-01-23T10:30:00,2024-01-23T11:30:00,meeting,12,cancelled,2023-12-24T05:20:00
1000397,DGU0306,DG013,2023-12-06T14:30:00,2023-12-06T15:30:00,administrative event,246,cancelled,2023-10-09T08:56:00
1000398,DGL0025,DG031,2024-01-11T09:00:00,2024-01-11T10:00:00,examination,53,completed,2023-11-29T23:38:00
1000399,DGU0114,DG020,2022-12-02T08:30:00,2022-12-02T09:30:00,examination,16,pending,2022-10-24T06:35:00
1000400,DGU0097,DG050,2022-12-11T14:30:00,2022-12-11T15:30:00,lecture,14,cancelled,2022-11-09T13:07:00
1000401,DGU0020,DG009,2022-09-01T12:00:00,2022-09-01T14:00:00,student activity,31,completed,2022-07-11T11:28:00
1000402,DGU0330,DG012,2024-07-23T13:00:00,2024-07-23T14:30:00,student activity,15,cancelled,2024-06-06T11:33:00
1000403,DGTA0017,DG058,2023-06-27T15:00:00,2023-06-27T16:00:00,workshop,11,completed,2023-05-15T08:09:00
1000404,DGU0342,DG054,2023-11-10T14:00:00,2023-11-10T15:00:00,workshop,22,approved,2023-11-06T12:55:00
1000405,DGU0339,DG054,2025-05-28T12:00:00,2025-05-28T13:00:00,lecture,7,completed,2025-04-15T11:52:00
1000406,DGU0202,DG033,2023-12-13T10:00:00,2023-12-13T11:00:00,lecture,25,no-show,2023-11-09T05:10:00
1000407,DGU0326,DG053,2022-09-25T11:30:00,2022-09-25T13:00:00,seminar,4,pending,2022-08-06T03:09:00
1000408,DGU0266,DG041,2023-04-01T15:30:00,2023-04-01T17:30:00,administrative event,23,cancelled,2023-02-22T13:09:00
1000409,DGU0183,DG017,2024-07-23T10:00:00,2024-07-23T11:00:00,administrative event,8,no-show,2024-07-18T03:48:00
1000410,DGU0279,DG050,2025-06-23T16:00:00,2025-06-23T17:00:00,examination,7,pending,2025-06-11T08:21:00
1000411,DGU0354,DG048,2023-10-27T16:30:00,2023-10-27T17:30:00,meeting,37,cancelled,2023-10-04T12:43:00
1000412,DGU0005,DG029,2025-06-23T14:00:00,2025-06-23T15:00:00,student activity,20,completed,2025-04-30T05:41:00
1000413,DGU0171,DG045,2023-06-06T15:00:00,2023-06-06T17:00:00,examination,8,completed,2023-04-20T12:02:00
1000414,DGU0279,DG033,2023-05-22T13:00:00,2023-05-22T14:00:00,meeting,45,completed,2023-03-25T10:28:00
1000415,DGU0005,DG046,2024-11-13T11:30:00,2024-11-13T13:30:00,student activity,34,cancelled,2024-11-08T08:46:00
1000416,DGU0160,DG042,2023-11-27T12:00:00,2023-11-27T14:00:00,student activity,55,no-show,2023-10-27T07:42:00
1000417,DGU0143,DG060,2025-01-03T13:00:00,2025-01-03T16:00:00,student activity,19,completed,2024-12-07T04:25:00
1000418,DGU0291,DG054,2025-01-13T11:00:00,2025-01-13T12:00:00,student activity,16,pending,2025-01-02T07:18:00
1000419,DGU0319,DG012,2023-07-21T16:00:00,2023-07-21T17:00:00,student activity,13,cancelled,2023-06-07T09:09:00
1000420,DGU0192,DG024,2024-01-04T08:00:00,2024-01-04T10:00:00,student activity,32,completed,2023-11-04T22:14:00
1000421,DGU0043,DG007,2024-09-29T15:00:00,2024-09-29T16:00:00,seminar,167,completed,2024-08-19T09:58:00
1000422,DGL0027,DG027,2023-06-07T08:00:00,2023-06-07T10:00:00,lecture,11,completed,2023-06-02T23:26:00
1000423,DGU0023,DG030,2024-01-12T11:00:00,2024-01-12T12:00:00,student activity,10,approved,2023-11-18T08:52:00
