booking_id,staff_id,decision,decision_time,decision_note,rejection_reason,decision_method
1000358,DGFS0024,approved,2023-11-19T12:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000360,DGFS0018,approved,2024-04-19T22:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000361,DGFS0006,approved,2023-09-24T07:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000363,DGFS0012,approved,2024-08-20T01:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000366,,approved,2025-02-01T13:30:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000367,DGFS0004,approved,2024-09-07T12:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000369,DGFS0011,rejected,2023-02-05T07:42:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1000370,DGFS0025,approved,2023-08-27T18:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000371,DGFS0001,approved,2024-07-21T04:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000372,DGFS0017,rejected,2025-01-04T10:15:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1000373,DGFS0011,approved,2024-11-01T23:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000375,DGFS0008,approved,2025-01-28T15:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000376,DGFM0001,approved,2025-08-16T06:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000377,DGFS0015,approved,2023-06-06T17:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000378,DGFS0022,approved,2022-08-17T14:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000379,DGFS0021,approved,2024-01-19T11:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000382,,approved,2023-03-18T06:27:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000384,DGFM0003,approved,2024-12-11T03:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000386,,approved,2025-03-04T09:32:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000387,DGFS0004,approved,2023-01-01T01:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000388,DGFS0007,approved,2023-11-17T03:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000389,DGFS0001,approved,2024-08-02T03:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000390,DGFM0004,approved,2023-08-17T08:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000393,DGFS0005,approved,2024-01-22T01:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000394,,approved,2024-01-13T03:33:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000395,DGFS0011,rejected,2022-08-16T07:21:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1000398,DGFS0011,approved,2023-12-01T22:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000401,DGFS0011,approved,2022-07-11T16:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000403,DGFS0017,approved,2023-05-15T20:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000404,DGFS0009,approved,2023-11-08T02:55:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000405,DGFS0002,approved,2025-04-16T16:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000406,DGFS0018,approved,2023-11-10T07:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000409,DGFS0009,approved,2024-07-19T13:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000412,DGFS0016,approved,2025-05-01T17:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000413,DGFS0022,approved,2023-04-22T11:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000414,DGFS0002,approved,2023-03-26T18:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000416,DGFS0009,approved,2023-10-30T05:42:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000417,DGFS0020,approved,2024-12-08T16:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000420,DGFS0007,approved,2023-11-07T22:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000421,DGFS0021,approved,2024-08-20T16:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000422,DGFS0019,approved,2023-06-03T17:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000423,DGFS0024,approved,2023-11-19T02:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000424,DGFS0004,approved,2022-09-03T09:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000425,DGFS0007,rejected,2024-02-26T16:59:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1000426,DGFS0017,approved,2023-03-19T04:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000427,DGFS0005,approved,2025-02-20T13:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000429,DGFS0002,approved,2023-10-05T08:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000430,DGFS0004,approved,2023-02-23T12:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000431,DGFS0023,rejected,2025-01-24T21:19:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1000433,DGFM0005,rejected,2022-11-29T07:38:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1000435,DGFS0003,approved,2023-11-20T19:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000436,DGFM0004,approved,2025-01-27T08:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000437,DGFS0011,approved,2023-04-23T13:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000438,DGFS0003,approved,2024-03-12T06:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000439,DGFS0009,approved,2023-12-06T06:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000440,DGFM0002,rejected,2022-12-07T05:21:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1000441,DGFS0020,approved,2022-12-26T04:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000442,DGFM0004,approved,2025-04-10T11:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000443,DGFS0007,approved,2024-04-25T04:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000444,DGFS0015,approved,2025-06-26T20:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000446,DGFM0005,approved,2023-06-25T04:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000450,DGFM0004,approved,2025-06-14T13:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000451,DGFS0004,approved,2025-06-13T21:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000453,DGFS0011,approved,2025-06-05T03:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000454,DGFS0002,approved,2024-05-05T20:42:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000455,DGFS0012,approved,2022-11-13T03:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000458,DGFS0016,approved,2025-05-02T20:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000460,DGFS0020,approved,2024-03-26T06:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000461,DGFS0022,approved,2024-11-27T11:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000462,DGFS0009,approved,2024-05-16T14:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000463,DGFS0019,approved,2024-02-07T02:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000464,DGFM0001,rejected,2024-04-16T03:19:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1000465,DGFS0001,approved,2024-04-15T04:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000466,DGFS0021,rejected,2023-06-14T18:51:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1000468,DGFM0002,approved,2023-11-09T14:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000471,DGFS0014,rejected,2024-06-15T17:33:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1000472,DGFS0006,rejected,2025-02-11T06:52:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1000473,DGFM0004,rejected,2024-05-20T16:47:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1000476,,approved,2022-08-25T09:40:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000477,DGFS0010,approved,2025-06-03T05:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000478,,approved,2024-07-20T05:14:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000479,DGFS0025,rejected,2023-04-06T20:00:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1000480,DGFS0004,approved,2022-10-17T08:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000481,DGFS0013,rejected,2023-06-05T13:26:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1000482,DGFM0003,approved,2023-09-20T08:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000483,DGFS0018,approved,2024-03-21T20:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000484,DGFS0014,approved,2022-08-24T09:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000485,DGFM0005,rejected,2023-09-15T15:01:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1000486,DGFS0005,approved,2023-01-28T16:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000487,DGFS0024,approved,2023-01-05T07:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000489,DGFS0024,approved,2023-08-18T12:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000491,DGFM0004,approved,2024-12-16T05:06:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000492,,approved,2024-06-16T11:33:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000494,DGFM0004,approved,2024-04-29T00:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000495,DGFS0004,approved,2024-03-05T08:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000496,DGFS0001,approved,2023-05-28T12:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000499,,approved,2023-02-14T03:47:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000500,DGFS0022,approved,2025-01-05T06:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000501,DGFS0024,rejected,2023-07-10T16:15:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1000503,DGFM0004,approved,2023-01-01T02:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000505,DGFS0006,rejected,2022-10-25T03:32:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1000506,,approved,2023-01-02T05:15:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1000508,DGFM0003,approved,2024-07-15T14:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000509,DGFS0015,approved,2024-09-07T11:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1000510,DGFS0006,approved,2025-05-30T05:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
