booking_id,actual_start_time,checked_in_by,initial_condition,actual_end_time,final_condition,usage_notes
1000420,2024-01-04T07:59:00,DGFS0017,Generated check-in: room ready for use.,2024-01-04T10:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000421,2024-09-29T15:05:00,DGFS0014,Generated check-in: room ready for use.,2024-09-29T16:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000422,2023-06-07T08:09:00,DGFM0002,Generated check-in: room ready for use.,2023-06-07T10:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000426,2023-04-11T12:05:00,DGFM0003,Generated check-in: room ready for use.,2023-04-11T14:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000427,2025-03-19T15:03:00,DGFS0022,Generated check-in: room ready for use.,2025-03-19T16:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000430,2023-04-13T13:57:00,DGFS0010,Generated check-in: room ready for use.,2023-04-13T16:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000436,2025-02-28T11:01:00,DGFS0011,Generated check-in: room ready for use.,2025-02-28T11:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000438,2024-03-28T16:03:00,DGFS0003,Generated check-in: room ready for use.,2024-03-28T17:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000439,2023-12-11T15:08:00,DGFM0001,Generated check-in: room ready for use.,2023-12-11T16:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000441,2023-02-11T07:56:00,DGFS0023,Generated check-in: room ready for use.,2023-02-11T09:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000442,2025-04-29T16:03:00,DGFS0013,Generated check-in: room ready for use.,2025-04-29T17:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000446,2023-08-10T14:02:00,DGFS0018,Generated check-in: room ready for use.,2023-08-10T14:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000451,2025-08-03T17:03:00,DGFM0003,Generated check-in: room ready for use.,2025-08-03T18:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000453,2025-06-14T08:07:00,DGFS0006,Generated check-in: room ready for use.,2025-06-14T09:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000454,2024-07-03T09:08:00,DGFS0013,Generated check-in: room ready for use.,2024-07-03T10:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000461,2025-01-17T07:58:00,DGFS0013,Generated check-in: room ready for use.,2025-01-17T09:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000462,2024-06-11T11:59:00,DGFS0009,Generated check-in: room ready for use.,2024-06-11T13:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000463,2024-02-22T16:08:00,DGFS0020,Generated check-in: room ready for use.,2024-02-22T16:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000465,2024-06-07T10:06:00,DGFS0009,Generated check-in: room ready for use.,2024-06-07T11:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000468,2023-11-25T09:02:00,DGFS0016,Generated check-in: room ready for use.,2023-11-25T12:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000476,2022-09-07T11:01:00,DGFS0001,Generated check-in: room ready for use.,2022-09-07T13:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000483,2024-03-30T12:50:00,DGFS0014,Generated check-in: room ready for use.,2024-03-30T16:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000484,2022-10-13T09:53:00,DGFS0024,Generated check-in: room ready for use.,2022-10-13T13:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000486,2023-03-02T13:55:00,DGFS0001,Generated check-in: room ready for use.,2023-03-02T16:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000487,2023-02-26T09:54:00,DGFS0015,Generated check-in: room ready for use.,2023-02-26T12:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000489,2023-09-18T09:51:00,DGFS0012,Generated check-in: room ready for use.,2023-09-18T10:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000491,2025-01-18T10:00:00,DGFS0020,Generated check-in: room ready for use.,2025-01-18T12:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000499,2023-02-25T08:52:00,DGFS0014,Generated check-in: room ready for use.,2023-02-25T11:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000503,2023-02-26T14:53:00,DGFS0001,Generated check-in: room ready for use.,2023-02-26T17:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000506,2023-02-01T08:00:00,DGFS0019,Generated check-in: room ready for use.,2023-02-01T08:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000508,2024-07-22T14:51:00,DGFS0002,Generated check-in: room ready for use.,2024-07-22T16:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000510,2025-07-14T12:03:00,DGFS0020,Generated check-in: room ready for use.,2025-07-14T14:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000513,2023-10-11T17:08:00,DGFM0005,Generated check-in: room ready for use.,2023-10-11T18:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000515,2024-03-02T13:51:00,DGFS0009,Generated check-in: room ready for use.,2024-03-02T15:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000516,2025-07-08T14:03:00,DGFS0015,Generated check-in: room ready for use.,2025-07-08T16:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000521,2024-04-24T12:53:00,DGFM0005,Generated check-in: room ready for use.,2024-04-24T15:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000526,2022-12-08T10:50:00,DGFS0016,Generated check-in: room ready for use.,2022-12-08T13:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000528,2025-07-28T14:50:00,DGFM0005,Generated check-in: room ready for use.,2025-07-28T16:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000534,2025-01-17T13:56:00,DGFS0014,Generated check-in: room ready for use.,2025-01-17T14:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000536,2025-05-23T11:03:00,DGFS0015,Generated check-in: room ready for use.,2025-05-23T12:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000537,2023-08-31T16:57:00,DGFS0015,Generated check-in: room ready for use.,2023-08-31T18:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000541,2024-10-29T15:08:00,DGFS0013,Generated check-in: room ready for use.,2024-10-29T17:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000542,2024-11-11T14:53:00,DGFS0004,Generated check-in: room ready for use.,2024-11-11T17:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000544,2024-06-29T08:10:00,DGFS0020,Generated check-in: room ready for use.,2024-06-29T08:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000547,2025-08-08T08:55:00,DGFS0005,Generated check-in: room ready for use.,2025-08-08T10:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000550,2024-05-28T11:01:00,DGFS0016,Generated check-in: room ready for use.,2024-05-28T13:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000551,2024-11-20T08:01:00,DGFS0003,Generated check-in: room ready for use.,2024-11-20T10:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000552,2023-10-21T15:09:00,DGFS0021,Generated check-in: room ready for use.,2023-10-21T17:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000554,2024-05-07T07:54:00,DGFM0003,Generated check-in: room ready for use.,2024-05-07T09:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000555,2023-03-30T15:53:00,DGFS0016,Generated check-in: room ready for use.,2023-03-30T17:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000557,2024-10-18T11:03:00,DGFS0011,Generated check-in: room ready for use.,2024-10-18T11:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000558,2024-06-18T13:54:00,DGFS0014,Generated check-in: room ready for use.,2024-06-18T14:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000559,2025-02-26T15:55:00,DGFM0003,Generated check-in: room ready for use.,2025-02-26T17:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000562,2024-12-13T08:01:00,DGFS0016,Generated check-in: room ready for use.,2024-12-13T10:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000564,2025-08-03T12:02:00,DGFS0021,Generated check-in: room ready for use.,2025-08-03T13:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000565,2023-12-17T11:06:00,DGFS0003,Generated check-in: room ready for use.,2023-12-17T13:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1000569,2023-08-27T09:02:00,DGFS0018,Generated check-in: room ready for use.,2023-08-27T10:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
